python-numpy 1.10.4-1
python-oauthlib 1.0.3-2
python-packaging 16.6-1
python-path 8.1.2-2
python-pbr 1.8.1-1
python-pexpect 4.0.1-2
python-pillow 3.1.1-1
python-pip 8.1.1-1
python-ply 3.8-1
python-ptyprocess 0.5.1-1
python-pyasn1 0.1.9-1
python-pycparser 2.14-2
python-pygments 2.1.3-1
python-pyparsing 2.1.1-1
python-pyqt5 5.5.1-2
python-pytz 2016.3-1
python-pyzmq 15.2.0-1
python-redis 2.10.5-1
python-requests 2.9.1-1
python-requests-oauthlib 0.6.1-1
python-scikit-learn 0.17.1-1
python-scipy 0.17.0-1
python-setuptools 1:20.6.6-1
python-sip 4.17-1
python-six 1.10.0-1
python-snowballstemmer 1.2.1-1
python-sphinx 1.3.6-1
python-sphinx-alabaster-theme 0.7.7-1
python-sphinx_rtd_theme 0.1.9-1
python-terminado 0.6-1
python-tornado 4.3.0-1
python-urllib3 1.14-1
python-virtualenv 15.0.0-1
python-webassets 0.11.1-2
python-werkzeug 0.11.4-1
python-xdg 0.25-3
python2 2.7.11-3
python2-astroid 1.4.5-1
python2-atspi 2.18.0-1
python2-babel 2.2.0-1
python2-cairo 1.10.0-2
python2-cffi 1.5.2-1
python2-chardet 2.3.0-2
python2-crypto 2.6.1-3
python2-cryptography 1.3.1-1
python2-cssselect 0.9.1-3
python2-cvxopt 1.1.8-3
python2-cycler 0.10.0-1
python2-dateutil 2.5.2-1
python2-dbus 1.2.4-1
python2-decorator 4.0.9-1
python2-dnspython 1.12.0-1
python2-docutils 0.12-3
python2-ecdsa 0.13-2
python2-enum34 1.1.2-1
python2-eyed3 0.7.9-1
python2-flask 0.10.1-6
python2-gdata 2.0.18-1
python2-gmpy2 2.0.7-2
python2-gobject 3.18.2-1
python2-gobject2 2.28.6-12
python2-httplib2 0.9.2-1
python2-idna 2.1-1
python2-igraph 0.7.1.post6-2
python2-ipaddress 1.0.16-1
python2-itsdangerous 0.24-2
python2-jinja 2.8-2
python2-jsonrpclib 0.1.7-1
python2-lazy-object-proxy 1.2.1-1
python2-levenshtein 0.12.0-3
python2-lxml 3.6.0-1
python2-markupsafe 0.23-3
python2-matplotlib 1.5.1-2
python2-mpmath 0.19-2
python2-networkx 1.11-1
python2-numpy 1.10.4-1
python2-oauthlib 1.0.3-2
python2-packaging 16.6-1
python2-paramiko 1.16.0-1
python2-path 8.1.2-2
python2-pbr 1.8.1-1
python2-pexpect 4.0.1-2
python2-pillow 3.1.1-1
python2-pip 8.1.1-1
python2-ply 3.8-1
python2-ptyprocess 0.5.1-1
python2-py 1.4.31-1
python2-pyasn1 0.1.9-1
python2-pycparser 2.14-2
python2-pyenchant 1.6.6-2
python2-pygithub 1.26.0-1
python2-pygments 2.1.3-1
python2-pylint 1.5.5-1
python2-pyparsing 2.1.1-1
python2-pyqt5 5.5.1-2
python2-pytest 2.9.1-1
python2-pytz 2016.3-1
python2-redis 2.10.5-1
python2-requests 2.9.1-1
python2-requests-oauthlib 0.6.1-1
python2-rpy2 2.7.8-1
python2-scikit-learn 0.17.1-1
python2-scipy 0.17.0-1
python2-setuptools 1:20.6.6-1
python2-simplejson 3.8.2-1
python2-singledispatch 3.4.0.3-2
python2-sip 4.17-1
python2-six 1.10.0-1
python2-snowballstemmer 1.2.1-1
python2-sphinx 1.3.6-1
python2-sphinx-alabaster-theme 0.7.7-1
python2-sphinx_rtd_theme 0.1.9-1
python2-sympy 1.0-1
python2-twisted 16.0.0-1
python2-urllib3 1.14-1
python2-virtualenv 15.0.0-1
python2-werkzeug 0.11.4-1
python2-wrapt 1.10.7-1
python2-xdg 0.25-3
python2-zope-interface 4.1.3-2
qd 2.3.17-2
qemu 2.5.0-1
qemu-launcher 1.7.4-4
qhull 2012.1-3
qscintilla-qt4 2.9.1-3
qt4 4.8.7-7
qt5-base 5.6.0-2
qt5-declarative 5.6.0-1
qt5-location 5.6.0-1
qt5-script 5.6.0-1
qt5-sensors 5.6.0-1
qt5-svg 5.6.0-1
qt5-tools 5.6.0-1
qt5-translations 5.6.0-1
qt5-webchannel 5.6.0-1
qt5-webkit 5.6.0-2
qt5-x11extras 5.6.0-1
qt5-xmlpatterns 5.6.0-1
qtchooser 53-2
qtcurve-utils 1.8.18.git20151017-1
r 3.2.3-1
randrproto 1.5.0-1
ranger 1.7.2-1
rankwidth 0.7-1
raptor 2.0.15-3
rasqal 1:0.9.33-1
readline 6.3.008-3
recode 3.6-8
recordproto 1.14.2-2
redland 1:1.0.17-3
redshift 1.11-2
reiserfsprogs 3.6.24-1
renderproto 0.11.1-3
rest 0.7.93-1
rfkill 0.5-1
rp-pppoe 3.12-1
rsync 3.1.2-1
rtkit 0.11-5
rtmpdump 1:2.4.r96.fa8646d-2
rubiks 20070912-2
ruby 2.3.0-2
run-parts 4.7-1
rxvt-unicode 9.22-1
rxvt-unicode-terminfo 9.22-1
s-nail 14.8.8-1
sage-data-combinatorial_designs 20140630-1
sage-data-conway_polynomials 0.4-2
sage-data-elliptic_curves 0.8-1
sage-data-graphs 20151224-1
sage-data-polytopes_db 20120220-2
sagemath 7.0-6
sbc 1.3-1
sbsms 2.0.2-2
schroedinger 1.0.11-3
screen 4.3.1-3
scrnsaverproto 1.2.2-2
scrot 0.8.13-1
sdl 1.2.15-7
sdl_image 1.2.12-3
sdparm 1.09-1
seabios 1.9.1-1
sed 4.2.2-3
semver 5.1.0-1
serd 0.22.0-1
serf 1.3.8-2
sg3_utils 1.42-1
shadow 4.2.1-3
shared-color-targets 0.1.5-1
shared-mime-info 1.5-1
singular 3.1.7.p1-14
sip 4.17-1
slang 2.3.0-1
smbclient 4.4.0-1
snappy 1.1.3-2
solid 5.20.0-1
sonnet 5.20.0-1
sord 0.14.0-1
sound-theme-freedesktop 0.8-2
soundtouch 1.9.0-3
source-highlight 3.1.8-6
sox 14.4.2-1
spandsp 0.0.6-1
speech-dispatcher 0.8.3-6
speex 1.2rc2-1
speexdsp 1.2rc3-2
spice 0.12.6-2
sqlite 3.11.1-1
sratom 0.4.6-1
stalonetray 0.8.3-1
startup-notification 0.12-4
strace 4.11-1
stress 1.0.4-4
subversion 1.9.3-2
sudo 1.8.15-1
suitesparse 4.4.5-1
sushi 3.18.0-2
swt 4.5-1
sympow 1.018.1-4
sysfsutils 2.1.0-9
systemd 229-3
systemd-sysvcompat 229-3
t1lib 5.1.2-5
tachyon 0.98.9-3
taglib 1.10-3
taglib-sharp 2.1.0.0-2
talloc 2.1.6-1
tar 1.28-1
tcl 8.6.4-1
tcpdump 4.7.4-1
tdb 1.3.8-1
telepathy-glib 0.24.1-1
telepathy-logger 0.8.2-1
telepathy-mission-control 5.16.3-1
terminus-font 4.40-2
tevent 0.9.28-1
texinfo 6.1-1
texlive-bin 2015.37497-10
texlive-core 2015.38835-1
texlive-latexextra 2015.38831-1
thin-provisioning-tools 0.6.1-2
thunar 1.6.10-2
thunar-archive-plugin 0.3.1-5
thunar-media-tags-plugin 0.2.1-2
thunar-volman 0.8.1-1
thunderbird 38.7.1-1
tinyxml 2.6.2-4
tk 8.6.4-1
tmux 2.1-2
tor 0.2.7.6-3
totem 3.18.1-1
totem-plparser 3.10.6-1
traceroute 2.0.21-1
tracker 1.6.1-3
transmission-cli 2.92-1
transmission-gtk 2.92-1
tslib 1.1-1
ttf-anonymous-pro 1.003-2
ttf-dejavu 2.35-1
ttf-droid 20121017-4
ttf-inconsolata 20151221.480630d-1
ttf-liberation 2.00.1-6
ttf-oxygen 1:5.4.3-1
ttf-ubuntu-font-family 0.83-1
tzdata 2016c-1
udisks 1.0.5-2
udisks2 2.1.7-1
unixodbc 2.3.4-1
unrar 1:5.3.11-1
unzip 6.0-11
upower 0.99.4-2
urxvt-perls 2.2-1
usbmuxd 1.1.0-2
usbredir 0.7-1
usbutils 008-1
util-linux 2.27.1-1
v4l-utils 1.10.0-1
vala 0.30.1-1
valgrind 3.11.0-3
vamp-plugin-sdk 2.6-1
vde2 2.3.2-8
vi 1:070224-2
vicious 2.1.3-2
vid.stab 1.1-1
videoproto 2.3.3-1
vim 7.4.1639-1
vim-ctrlp 1.79-3
vim-fugitive 2.2-1
vim-nerdtree 5.0.0-1
vim-rails 5.2-1
vim-runtime 7.4.1639-1
vim-syntastic 3.7.0-2
vim-taglist 46-2
vino 3.18.1-1
virtualbox 5.0.16-3
virtualbox-host-dkms 5.0.16-3
virtualgl 2.5-2
vlc 2.2.2-3
vsqlite++ 0.3.13-4
vte 0.28.2-7
vte-common 0.42.5-1
vte3 0.42.5-1
w3m 0.5.3.git20151119-2
wavpack 4.75.2-1
wayland 1.10.0-1
webkit2gtk 2.10.9-1
webkitgtk 2.4.10-1
webkitgtk2 2.4.10-1
webrtc-audio-processing 0.1-3
wget 1.17.1-1
which 2.21-1
wildmidi 0.3.8-1
wireless_tools 30.pre9-1
wireshark-cli 2.0.2-3
wireshark-common 2.0.2-3
wireshark-gtk 2.0.2-3
wpa_supplicant 1:2.5-3
wxgtk 3.0.2-5
x265 1.9-1
xapian-core 1:1.2.22-1
xarchiver 0.5.4-3
xaw3d 1.6.2-2
xbindkeys 1.8.6-1
xbitmaps 1.1.1-3
xcb-proto 1.11-2
xcb-util 0.4.0-1
xcb-util-cursor 0.1.2-1
xcb-util-image 0.4.0-1
xcb-util-keysyms 0.4.0-1
xcb-util-renderutil 0.3.9-1
xcb-util-wm 0.4.1-1
xcompmgr 1.1.7-1
xcursor-bluecurve 0.1.1-5
xcursor-comix 0.8.2-3
xcursor-premium 0.3-8
xcursor-themes 1.0.4-1
xcursor-vanilla-dmz 0.4.4-1
xdg-user-dirs 0.15-2
xdg-user-dirs-gtk 0.10-2
xdg-utils 1.1.1-1
xdot 0.6-4
xextproto 7.3.0-1
xf86-input-evdev 2.10.1-3
xf86-input-joystick 1.6.2-6
xf86-input-mouse 1.9.1-2
xf86-input-synaptics 1.8.3-2
xf86-video-intel 1:2.99.917+587+gc186d4d-1
xf86-video-vesa 2.3.4-2
xf86dgaproto 2.1-3
xf86vidmodeproto 2.3.1-3
xfce4-settings 4.12.0-3
xfconf 4.12.0-2
xfsprogs 4.3.0-1
xine-lib 1.2.6-9
xineramaproto 1.2.1-3
xkeyboard-config 2.17-2
xmobar 0.23.1-13
xmonad 0.12-2
xmonad-contrib 0.12-1
xorg-appres 1.0.4-1
xorg-bdftopcf 1.0.5-1
xorg-font-util 1.3.1-1
xorg-font-utils 7.6-4
xorg-fonts-alias 1.0.3-1
xorg-fonts-encodings 1.0.4-4
xorg-fonts-misc 1.0.3-4
xorg-luit 1.1.1-2
xorg-mkfontdir 1.0.7-2
xorg-mkfontscale 1.1.2-1
xorg-server 1.18.2-4
xorg-server-common 1.18.2-4
xorg-server-xwayland 1.18.2-4
xorg-setxkbmap 1.3.1-1
xorg-xauth 1.0.9-1
xorg-xbacklight 1.2.1-1
xorg-xdpyinfo 1.3.2-1
xorg-xev 1.2.2-1
xorg-xfontsel 1.0.5-1
xorg-xhost 1.0.7-1
xorg-xinit 1.3.4-3
xorg-xinput 1.6.2-1
xorg-xkbcomp 1.3.1-1
xorg-xkill 1.0.4-1
xorg-xmessage 1.0.4-2
xorg-xprop 1.2.2-1
xorg-xrandr 1.5.0-1
xorg-xrdb 1.1.0-2
xorg-xset 1.2.3-1
xorg-xwd 1.0.6-1
xproto 7.0.28-1
xscreensaver 5.34-1
xsel 1.2.0-6
xterm 324-1
xvidcore 1.3.4-1
xz 5.2.2-1
yajl 2.1.0-1
yelp 3.18.1-1
yelp-tools 3.18.0-1
yelp-xsl 3.18.1-1
youtube-dl 2016.03.26-1
zeitgeist 0.9.16-1
zenity 3.18.1.1-1
zeromq 4.1.4-1
zip 3.0-7
zita-alsa-pcmi 0.2.0-3
zita-resampler 1.3.0-5
zlib 1.2.8-4
zn_poly 0.9-3
zvbi 0.2.35-1
zziplib 0.13.62-2
